Date,Time,Rud,Ele,Thr,Ail
2021-12-09,12:11:32.790,-378,271,557,-35
2021-12-09,12:11:32.898,-305,332,390,-41
2021-12-09,12:11:33.007,-252,359,196,-32
2021-12-09,12:11:33.116,-278,384,139,-145
2021-12-09,12:11:33.226,-378,386,131,-269
2021-12-09,12:11:33.334,-381,387,87,-277
2021-12-09,12:11:33.442,-455,328,140,-357
2021-12-09,12:11:33.553,-725,188,419,-504
2021-12-09,12:11:33.663,-516,283,469,-108
2021-12-09,12:11:33.774,-445,288,390,-103
2021-12-09,12:11:33.882,-428,315,329,-96
2021-12-09,12:11:33.991,-351,351,259,-133
2021-12-09,12:11:34.098,-238,363,230,-106
2021-12-09,12:11:34.204,-201,387,246,-38
2021-12-09,12:11:34.312,-311,352,332,-132
2021-12-09,12:11:34.420,-319,346,353,-164
2021-12-09,12:11:34.531,-274,349,323,-132
2021-12-09,12:11:34.640,-227,364,321,-29
2021-12-09,12:11:34.746,-220,355,329,-27
2021-12-09,12:11:34.856,-231,347,342,-51
2021-12-09,12:11:34.964,-240,350,360,-49
2021-12-09,12:11:35.073,-240,352,363,-27
2021-12-09,12:11:35.182,-246,356,359,-38
2021-12-09,12:11:35.290,-354,343,342,-191
2021-12-09,12:11:35.400,-739,418,200,-695
2021-12-09,12:11:35.512,-834,576,53,-786
2021-12-09,12:11:35.621,-830,574,105,-753
2021-12-09,12:11:35.729,-846,546,227,-764
2021-12-09,12:11:35.837,-735,559,323,-740
2021-12-09,12:11:35.946,-577,581,317,-654
2021-12-09,12:11:36.053,-301,721,317,-54
2021-12-09,12:11:36.161,-183,729,317,0
2021-12-09,12:11:36.269,-150,833,264,65
2021-12-09,12:11:36.377,-68,927,170,242
2021-12-09,12:11:36.486,-45,977,106,284
2021-12-09,12:11:36.596,-25,994,114,188
2021-12-09,12:11:36.706,-4,1009,127,75
2021-12-09,12:11:36.812,-66,943,268,1
2021-12-09,12:11:36.921,-91,894,359,1
2021-12-09,12:11:37.029,-326,804,367,-272
2021-12-09,12:11:37.138,-528,736,340,-457
2021-12-09,12:11:37.248,-323,738,454,-299
2021-12-09,12:11:37.355,-430,643,603,-401
2021-12-09,12:11:37.464,-875,530,418,-675
2021-12-09,12:11:37.575,-914,483,-59,-845
2021-12-09,12:11:37.683,-856,508,-373,-835
2021-12-09,12:11:37.789,-742,535,-18,-685
2021-12-09,12:11:37.900,-646,468,409,-524
2021-12-09,12:11:38.008,-357,422,466,-251
2021-12-09,12:11:38.116,-27,316,407,112
2021-12-09,12:11:38.228,278,350,225,330
2021-12-09,12:11:38.338,414,342,217,296
2021-12-09,12:11:38.446,329,360,282,179
2021-12-09,12:11:38.555,80,398,415,85
2021-12-09,12:11:38.665,-1,417,442,-43
2021-12-09,12:11:38.772,0,434,423,3
2021-12-09,12:11:38.880,100,460,244,266
2021-12-09,12:11:38.989,220,430,234,440
2021-12-09,12:11:39.098,267,358,403,479
2021-12-09,12:11:39.208,211,336,446,299
2021-12-09,12:11:39.318,6,369,510,-8
2021-12-09,12:11:39.427,1,376,508,-30
2021-12-09,12:11:39.535,63,402,375,36
2021-12-09,12:11:39.644,37,433,229,86
2021-12-09,12:11:39.752,-4,394,328,35
2021-12-09,12:11:39.860,-13,402,285,3
2021-12-09,12:11:39.970,-39,407,277,11
2021-12-09,12:11:40.080,-54,405,302,9
2021-12-09,12:11:40.189,-60,412,316,17
2021-12-09,12:11:40.300,-58,430,297,57
2021-12-09,12:11:40.408,-16,478,270,276
2021-12-09,12:11:40.517,-298,452,178,-162
2021-12-09,12:11:40.627,-959,382,174,-1024
2021-12-09,12:11:40.735,-976,374,194,-1024
2021-12-09,12:11:40.845,-932,409,272,-991
2021-12-09,12:11:40.954,-825,515,429,-753
2021-12-09,12:11:41.062,-593,575,570,-601
2021-12-09,12:11:41.171,-370,823,506,21
2021-12-09,12:11:41.280,-97,906,397,392
2021-12-09,12:11:41.390,0,902,347,467
2021-12-09,12:11:41.498,24,899,336,571
2021-12-09,12:11:41.609,57,912,312,604
2021-12-09,12:11:41.719,75,915,300,597
2021-12-09,12:11:41.829,113,914,286,599
2021-12-09,12:11:41.935,167,906,290,608
2021-12-09,12:11:42.044,224,899,294,627
2021-12-09,12:11:42.153,229,880,300,595
2021-12-09,12:11:42.262,217,835,308,470
2021-12-09,12:11:42.372,-2,755,281,200
2021-12-09,12:11:42.481,-771,536,-83,-585
2021-12-09,12:11:42.589,-914,297,-457,-985
2021-12-09,12:11:42.697,-991,280,-357,-978
2021-12-09,12:11:42.809,-819,363,31,-791
2021-12-09,12:11:42.916,-601,491,328,-333
2021-12-09,12:11:43.025,-440,493,424,2
2021-12-09,12:11:43.132,-139,380,381,22
2021-12-09,12:11:43.238,173,173,449,209
2021-12-09,12:11:43.347,329,152,358,329
2021-12-09,12:11:43.454,431,377,173,291
2021-12-09,12:11:43.564,281,548,226,6
2021-12-09,12:11:43.674,37,611,406,-56
2021-12-09,12:11:43.783,22,605,442,2
2021-12-09,12:11:43.892,174,544,367,138
2021-12-09,12:11:44.001,276,568,153,266
2021-12-09,12:11:44.109,209,589,-62,189
2021-12-09,12:11:44.217,106,550,53,79
2021-12-09,12:11:44.326,33,478,207,-24
2021-12-09,12:11:44.435,51,430,250,3
2021-12-09,12:11:44.544,243,350,372,241
2021-12-09,12:11:44.654,401,274,509,544
2021-12-09,12:11:44.764,401,288,392,568
2021-12-09,12:11:44.873,328,334,241,557
2021-12-09,12:11:44.981,185,404,149,457
2021-12-09,12:11:45.091,-89,430,211,167
2021-12-09,12:11:45.198,-224,442,260,2
2021-12-09,12:11:45.307,-228,389,255,84
2021-12-09,12:11:45.414,-403,355,134,-117
2021-12-09,12:11:45.523,-566,305,62,-385
2021-12-09,12:11:45.632,-560,287,35,-393
2021-12-09,12:11:45.742,-534,287,-82,-377
2021-12-09,12:11:45.849,-514,275,-153,-385
2021-12-09,12:11:45.958,-501,143,220,-495
2021-12-09,12:11:46.067,-503,76,368,-509
2021-12-09,12:11:46.174,-443,147,316,-317
2021-12-09,12:11:46.284,-371,217,147,-243
2021-12-09,12:11:46.394,-350,200,153,-295
2021-12-09,12:11:46.503,-328,192,174,-280
2021-12-09,12:11:46.611,-286,204,218,-191
2021-12-09,12:11:46.719,-296,199,300,-119
2021-12-09,12:11:46.827,-286,183,323,-145
2021-12-09,12:11:46.932,-231,169,315,15
2021-12-09,12:11:47.041,-412,217,273,30
2021-12-09,12:11:47.149,-572,248,244,3
2021-12-09,12:11:47.256,-596,241,216,3
2021-12-09,12:11:47.366,-611,246,184,2
2021-12-09,12:11:47.473,-584,246,173,1
2021-12-09,12:11:47.581,-531,265,188,2
2021-12-09,12:11:47.692,-365,298,182,3
2021-12-09,12:11:47.799,-133,398,168,197
2021-12-09,12:11:47.908,-4,496,231,549
2021-12-09,12:11:48.017,-32,460,306,479
2021-12-09,12:11:48.125,-73,396,422,320
2021-12-09,12:11:48.231,-284,405,463,-25
2021-12-09,12:11:48.340,-580,470,227,-416
2021-12-09,12:11:48.448,-658,483,121,-503
2021-12-09,12:11:48.558,-543,496,149,-356
2021-12-09,12:11:48.667,-334,449,226,-172
2021-12-09,12:11:48.778,-289,440,196,-74
2021-12-09,12:11:48.887,-405,389,152,-251
2021-12-09,12:11:48.995,-377,367,234,-227
2021-12-09,12:11:49.105,-363,359,257,-170
2021-12-09,12:11:49.213,-342,346,308,-95
2021-12-09,12:11:49.321,-328,237,364,-338
2021-12-09,12:11:49.429,-202,135,362,-466
2021-12-09,12:11:49.535,36,108,274,-348
2021-12-09,12:11:49.646,534,270,128,300
2021-12-09,12:11:49.755,720,275,92,441
2021-12-09,12:11:49.863,633,324,161,409
2021-12-09,12:11:49.973,455,332,273,267
2021-12-09,12:11:50.080,498,290,346,380
2021-12-09,12:11:50.188,594,219,347,417
2021-12-09,12:11:50.297,700,217,224,479
2021-12-09,12:11:50.406,654,240,220,478
2021-12-09,12:11:50.515,584,290,182,471
2021-12-09,12:11:50.624,420,448,96,307
2021-12-09,12:11:50.732,413,402,139,238
2021-12-09,12:11:50.844,562,210,221,284
2021-12-09,12:11:50.954,651,67,231,345
2021-12-09,12:11:51.062,612,45,267,370
2021-12-09,12:11:51.171,598,54,264,404
2021-12-09,12:11:51.280,589,53,264,412
2021-12-09,12:11:51.389,527,77,303,358
2021-12-09,12:11:51.498,486,76,342,365
2021-12-09,12:11:51.607,460,93,349,338
2021-12-09,12:11:51.717,470,148,310,312
2021-12-09,12:11:51.827,338,456,112,9
2021-12-09,12:11:51.936,220,535,-31,-308
2021-12-09,12:11:52.047,217,446,29,-406
2021-12-09,12:11:52.157,-98,389,136,-417
2021-12-09,12:11:52.267,-637,179,373,-743
2021-12-09,12:11:52.377,-877,45,521,-803
2021-12-09,12:11:52.487,-936,100,614,-606
2021-12-09,12:11:52.595,-716,224,536,-366
2021-12-09,12:11:52.703,-488,324,383,-306
2021-12-09,12:11:52.813,-412,373,306,-251
2021-12-09,12:11:52.922,-630,405,323,-412
2021-12-09,12:11:53.029,-687,411,317,-448
2021-12-09,12:11:53.135,-689,460,139,-440
2021-12-09,12:11:53.245,-673,482,44,-401
2021-12-09,12:11:53.355,-562,434,32,-159
2021-12-09,12:11:53.463,-518,359,108,-243
2021-12-09,12:11:53.573,-592,284,256,-412
2021-12-09,12:11:53.681,-611,235,401,-404
2021-12-09,12:11:53.792,-588,226,461,-266
2021-12-09,12:11:53.902,-526,227,441,-237
2021-12-09,12:11:54.011,-385,267,299,-312
2021-12-09,12:11:54.120,-224,272,217,-306
2021-12-09,12:11:54.227,-64,122,328,-487
2021-12-09,12:11:54.337,77,9,416,-569
2021-12-09,12:11:54.444,452,77,243,-309
2021-12-09,12:11:54.551,639,329,80,175
2021-12-09,12:11:54.661,595,559,36,288
2021-12-09,12:11:54.770,515,563,108,221
2021-12-09,12:11:54.879,475,479,169,108
2021-12-09,12:11:54.989,413,457,211,105
2021-12-09,12:11:55.097,326,399,367,142
2021-12-09,12:11:55.204,300,333,412,50
2021-12-09,12:11:55.310,288,328,414,2
2021-12-09,12:11:55.418,279,386,268,23
2021-12-09,12:11:55.527,229,404,179,43
2021-12-09,12:11:55.637,217,390,204,55
2021-12-09,12:11:55.745,255,377,259,175
2021-12-09,12:11:55.853,405,365,273,477
2021-12-09,12:11:55.964,490,356,188,652
2021-12-09,12:11:56.074,569,283,131,802
2021-12-09,12:11:56.183,592,236,162,839
2021-12-09,12:11:56.293,560,232,307,819
2021-12-09,12:11:56.401,525,236,380,770
2021-12-09,12:11:56.510,508,240,389,703
2021-12-09,12:11:56.618,455,254,385,582
2021-12-09,12:11:56.727,261,318,383,337
2021-12-09,12:11:56.836,-10,391,293,5
2021-12-09,12:11:56.947,-224,411,203,-103
2021-12-09,12:11:57.056,-569,431,162,-330
2021-12-09,12:11:57.165,-653,408,147,-370
2021-12-09,12:11:57.273,-631,405,126,-359
2021-12-09,12:11:57.384,-569,420,76,-256
2021-12-09,12:11:57.494,-535,374,127,-266
2021-12-09,12:11:57.601,-497,320,419,-325
2021-12-09,12:11:57.710,-482,343,426,-327
2021-12-09,12:11:57.816,-439,438,181,-356
2021-12-09,12:11:57.924,-386,451,56,-314
2021-12-09,12:11:58.032,-353,453,128,-183
2021-12-09,12:11:58.139,-328,418,307,-120
2021-12-09,12:11:58.249,-316,398,351,-159
2021-12-09,12:11:58.358,-300,434,270,-143
2021-12-09,12:11:58.467,-273,473,213,-24
2021-12-09,12:11:58.578,-293,416,465,3
2021-12-09,12:11:58.689,-297,329,739,38
2021-12-09,12:11:58.795,-284,351,656,160
2021-12-09,12:11:58.903,-101,377,-483,175
2021-12-09,12:11:59.013,-128,283,-1024,63
2021-12-09,12:11:59.120,3,86,-1022,2
2021-12-09,12:11:59.231,-1,7,-1017,5
2021-12-09,12:11:59.339,-4,7,-1019,5
2021-12-09,12:11:59.447,-4,7,-1019,5
2021-12-09,12:11:59.557,-2,6,-1019,5
2021-12-09,12:11:59.666,1,10,-1022,1
2021-12-09,12:11:59.776,-4,7,-1020,3
2021-12-09,12:11:59.886,-2,7,-1020,3
2021-12-09,12:11:59.992,-4,9,-1019,3
2021-12-09,12:12:00.101,-4,6,-1019,2
2021-12-09,12:12:00.209,-2,7,-1020,3
2021-12-09,12:12:00.317,-2,9,-1019,2
2021-12-09,12:12:00.427,-1,7,-1019,3
2021-12-09,12:12:00.537,-2,7,-1017,5
2021-12-09,12:12:00.645,-2,7,-1019,3
2021-12-09,12:12:00.753,-4,7,-1019,3
2021-12-09,12:12:00.863,-2,7,-1019,3
2021-12-09,12:12:00.970,-1,7,-1017,5
2021-12-09,12:12:01.078,-2,7,-1019,3
2021-12-09,12:12:01.189,-2,6,-1019,5
2021-12-09,12:12:01.298,-2,9,-1019,5
2021-12-09,12:12:01.409,-2,9,-1019,3
2021-12-09,12:12:01.516,-2,10,-1020,2
2021-12-09,12:12:01.624,-2,9,-1020,5
2021-12-09,12:12:01.733,-2,9,-1019,5
